Site,StationCode,DateSampled,ActivityType,ComponentShort,ComponentLong,Result,Remark,Units,MDL,PQL,MRL,Dilution,DateReceived,DateAnalyzed,TestComments,AnalysisMethod,Lab ID,Lab Accreditation Authority,Laboratory,RQ#,EnteredBy,EnteredOn,CheckedBy,CheckedOn
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/7/2019 11:16,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,W-TSS,TSS,29,NA,mg/L,3,10,,,6/5/2019 10:30,6/10/2019 15:55,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,W-DOC,Organic Carbon,8.3,NA,mg C/L,1,2,,,6/5/2019 10:30,6/11/2019 8:43,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,W-S-A-TP,Total-P,0.11,NA,mg P/L,0.01,0.1,,,6/5/2019 10:30,6/12/2019 11:21,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,W-NH3-F,Ammonia-N,0.005,I,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/12/2019 15:35,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.76,NA,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/13/2019 14:58,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",14,NA,ug/L,2.1,6.2,,,6/5/2019 10:30,6/21/2019 10:33,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",16,NA,ug/L,1.5,4.5,,,6/5/2019 10:30,6/21/2019 10:33,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.10,6/4/2019 8:00,SAMPLE,CHLSUITE-W,Phaeophytin-a,2.4,I,ug/L,2.2,6.8,,,6/5/2019 10:30,6/21/2019 10:33,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-PO4-F,O-Phosphate-P,0.049,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 12:31,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/5/2019 13:07,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-NO3-F,Nitrate-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 13:07,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,21,BQ,cfu/100 mL,2,2,,,6/5/2019 10:30,6/6/2019 14:00,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-TSS,TSS,70,NA,mg/L,2,10,,,6/5/2019 10:30,6/6/2019 15:49,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/7/2019 11:11,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-DOC,Organic Carbon,7.6,NA,mg C/L,1,2,,,6/5/2019 10:30,6/8/2019 2:07,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-S-A-TP,Total-P,0.13,NA,mg P/L,0.01,0.1,,,6/5/2019 10:30,6/12/2019 10:54,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-NH3-F,Ammonia-N,0.005,I,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/12/2019 15:23,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.97,NA,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/13/2019 14:51,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",11,NA,ug/L,2.8,8.2,,,6/5/2019 10:30,6/21/2019 10:33,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",13,NA,ug/L,2,6,,,6/5/2019 10:30,6/21/2019 10:33,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PELLICER CREEK,gtmpcnut2.6,6/3/2019 22:00,SAMPLE,CHLSUITE-W,Phaeophytin-a,3.3,I,ug/L,3,9,,,6/5/2019 10:30,6/21/2019 10:33,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-PO4-F,O-Phosphate-P,0.019,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 12:17,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/5/2019 13:15,Nitrite-N: The result was confirmed on 06/05/2019.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-NO3-F,Nitrate-N,0.02,NA,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 13:15,Nitrate-N: Both components of the calculated Nitrate-N result were confirmed.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,2,UQ,cfu/100 mL,2,2,,,6/5/2019 10:30,6/6/2019 14:00,Laboratory duplicate result is 2 U.  Precision data for this duplicate is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.02,NA,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/7/2019 10:34,NO2NO3-N: The result was confirmed on 06/07/2019.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-DOC,Organic Carbon,4.6,NA,mg C/L,1,2,,,6/5/2019 10:30,6/8/2019 10:27,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-S-A-TP,Total-P,0.079,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/10/2019 15:40,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-TSS,TSS,38,NA,mg/L,3,10,,,6/5/2019 10:30,6/10/2019 15:55,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-NH3-F,Ammonia-N,0.008,NA,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/12/2019 14:53,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-TKN-F,"Kjeldahl Nitrogen, filtered",0.47,NA,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/14/2019 12:51,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.7,NA,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/14/2019 13:05,The result was confirmed on 06/19/2019.,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",2.5,NA,ug/L,0.82,2.5,,,6/5/2019 10:30,6/20/2019 11:00,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",3,NA,ug/L,0.6,1.8,,,6/5/2019 10:30,6/20/2019 11:00,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,CHLSUITE-W,Phaeophytin-a,0.9,U,ug/L,0.9,2.7,,,6/5/2019 10:30,6/20/2019 11:00,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.1,6/4/2019 12:59,SAMPLE,CHL-MDFL-W,"Chlorophyll-a, Modified Fluorometric",12,NA,ug/L,0.29,0.86,,,6/5/2019 10:30,6/24/2019 13:50,,EPA 445.0 (mod),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-PO4-F,O-Phosphate-P,0.019,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 12:18,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/5/2019 13:16,Nitrite-N: The result was confirmed on 06/05/2019.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-NO3-F,Nitrate-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 13:16,Nitrate-N: Both components of the calculated Nitrate-N result were confirmed.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,2,UQ,cfu/100 mL,2,2,,,6/5/2019 10:30,6/6/2019 14:00,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/7/2019 10:35,NO2NO3-N: The result was confirmed on 06/07/2019.,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-DOC,Organic Carbon,4.6,NA,mg C/L,1,2,,,6/5/2019 10:30,6/8/2019 10:45,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-S-A-TP,Total-P,0.076,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/10/2019 15:43,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-TSS,TSS,45,NA,mg/L,3,10,,,6/5/2019 10:30,6/10/2019 15:55,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-NH3-F,Ammonia-N,0.007,NA,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/12/2019 14:54,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.48,NA,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/13/2019 14:20,The result was confirmed on 06/19/2019.,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,W-TKN-F,"Kjeldahl Nitrogen, filtered",0.38,I,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/14/2019 12:53,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",11,AJ,ug/L,0.89,2.7,,,6/5/2019 10:30,6/20/2019 11:00,Laboratory duplicate result is 1.0 I for Phaeophytin-a. Precision data is unavailable due to small amount of analyte in QC sample. Chl-a Corrected and Chl-a Uncorrected results are J-qualified due to a lab duplicate RPD failure.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",13,AJ,ug/L,0.65,2,,,6/5/2019 10:30,6/20/2019 11:00,Laboratory duplicate result is 1.0 I for Phaeophytin-a. Precision data is unavailable due to small amount of analyte in QC sample. Chl-a Corrected and Chl-a Uncorrected results are J-qualified due to a lab duplicate RPD failure.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
PINE ISLAND,gtmpinut1.2,6/4/2019 13:02,SAMPLE,CHLSUITE-W,Phaeophytin-a,5.6,NA,ug/L,0.98,2.9,,,6/5/2019 10:30,6/20/2019 11:00,Laboratory duplicate result is 1.0 I for Phaeophytin-a. Precision data is unavailable due to small amount of analyte in QC sample. Chl-a Corrected and Chl-a Uncorrected results are J-qualified due to a lab duplicate RPD failure.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-PO4-F,O-Phosphate-P,0.009,I,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 12:19,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/5/2019 13:17,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-NO3-F,Nitrate-N,0.008,I,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 13:17,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,13,BQ,cfu/100 mL,2,2,,,6/5/2019 10:30,6/6/2019 14:00,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.008,I,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/7/2019 10:48,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-DOC,Organic Carbon,2.1,NA,mg C/L,1,2,,,6/5/2019 10:30,6/8/2019 11:11,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-S-A-TP,Total-P,0.048,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/10/2019 15:54,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-TSS,TSS,31,NA,mg/L,3,10,,,6/5/2019 10:30,6/10/2019 15:55,Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,SM 2540 D-97,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-NH3-F,Ammonia-N,0.005,NA,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/12/2019 14:56,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.25,I,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/13/2019 14:28,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,W-TKN-F,"Kjeldahl Nitrogen, filtered",0.18,I,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/14/2019 12:54,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Corrected",5.7,NA,ug/L,1.6,4.9,,,6/5/2019 10:30,6/20/2019 11:00,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,CHLSUITE-W,"Chlorophyll-a, Uncorrected",6.4,NA,ug/L,1.2,3.5,,,6/5/2019 10:30,6/20/2019 11:00,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,CHLSUITE-W,Phaeophytin-a,1.8,U,ug/L,1.8,5.3,,,6/5/2019 10:30,6/20/2019 11:00,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,SM 10200 H (mod.),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.1,6/4/2019 11:43,SAMPLE,CHL-MDFL-W,"Chlorophyll-a, Modified Fluorometric",6.7,A,ug/L,0.24,0.71,,,6/5/2019 10:30,6/24/2019 13:50,,EPA 445.0 (mod),E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-PO4-F,O-Phosphate-P,0.008,I,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 12:20,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-NO2-F,Nitrite-N,0.002,U,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/5/2019 13:17,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-NO3-F,Nitrate-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/5/2019 13:17,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,FCOLI-MF,Fecal Coliforms-Membrane Filter,2,BQ,cfu/100 mL,2,2,,,6/5/2019 10:30,6/6/2019 14:00,Precision data for QC sample is unavailable due to the colony count falling outside of method acceptable range.,SM 9222 D,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-NO2NO3-F,NO2NO3-N,0.004,U,mg N/L,0.004,0.01,,,6/5/2019 10:30,6/7/2019 10:50,,EPA 353.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-DOC,Organic Carbon,1.9,I,mg C/L,1,2,,,6/5/2019 10:30,6/8/2019 11:24,,SM 5310 B-00,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-S-A-TP,Total-P,0.048,NA,mg P/L,0.004,0.01,,,6/5/2019 10:30,6/10/2019 15:55,,EPA 365.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-NH3-F,Ammonia-N,0.005,I,mg N/L,0.002,0.005,,,6/5/2019 10:30,6/12/2019 14:57,,EPA 350.1 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
SAN SEBASTIAN,gtmssnut1.2,6/4/2019 11:45,SAMPLE,W-TKN,Kjeldahl Nitrogen,0.22,I,mg N/L,0.16,0.4,,,6/5/2019 10:30,6/13/2019 14:30,,EPA 351.2 Rev. 2.0,E31780,NELAP,FloridaDEP,RQ-2019-05-27-03,Shannon Dunnigan,7/31/2019,,
